tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
2523.00;19;passenger;2032.00;6675.83;;491.00;10.32;tripinfo_veh3084 routing_veh3084;5.10;-0.93;75.13;38923194#2_1;0.00;1187.05;1;veh3084;184796749#7_1;;;;;;
2525.00;10;passenger;2053.00;5247.20;;472.00;13.00;tripinfo_veh3115 routing_veh3115;5.10;-0.36;93.13;-56026350#1_1;0.00;330.46;1;veh3115;250563617#2_1;;;;;;
2526.00;58;passenger;2007.00;4059.80;;519.00;10.07;tripinfo_veh3046 routing_veh3046;5.10;-0.88;186.63;-324317862#8_1;0.00;47.53;1;veh3046;171699103#0_1;;;;;;
2526.00;18;passenger;2055.00;5596.46;;471.00;9.84;tripinfo_veh3118 routing_veh3118;5.10;-0.34;101.90;169051263_2;0.00;82.05;1;veh3118;38060337_1;;;;;;
2529.00;10;passenger;2283.00;2314.56;;246.00;10.65;tripinfo_veh3464 routing_veh3464;5.10;-0.42;51.07;239843988#4_3;0.00;46.86;1;veh3464;30564973#0_1;;;;;;
2529.00;21;passenger;2101.00;4061.88;;428.00;10.44;tripinfo_veh3188 routing_veh3188;0.47;-0.48;103.34;38923009#1_1;0.00;55.28;1;veh3188;30534013#3_1;;;;;;
2529.00;87;passenger;2240.00;1363.53;;289.00;10.19;tripinfo_veh3399 routing_veh3399;5.10;-0.57;133.96;177308080#7_1;0.00;0.20;1;veh3399;37174488#3_1;;;;;;
2530.00;0;passenger;2385.00;1265.55;;145.00;10.43;tripinfo_veh3619 routing_veh3619;5.10;-0.59;12.63;182007938#0_1;0.00;73.11;1;veh3619;170268763_1;;;;;;
2530.00;0;passenger;2289.00;1919.60;;241.00;10.45;tripinfo_veh3473 routing_veh3473;5.10;-0.35;38.67;37180460_1;0.00;0.20;1;veh3473;324317003#1_1;;;;;;
2530.00;54;passenger;2166.00;2863.53;;364.00;11.03;tripinfo_veh3287 routing_veh3287;5.10;-0.74;106.07;190430258_1;0.00;7.48;1;veh3287;69103370#5_1;;;;;;
2531.00;65;passenger;2177.00;2536.57;;354.00;13.72;tripinfo_veh3303 routing_veh3303;5.10;-0.29;111.31;30533350#0_1;0.00;143.05;1;veh3303;335278788#1_1;;;;;;
2534.00;113;passenger;2316.00;685.56;;218.00;10.49;tripinfo_veh3514 routing_veh3514;5.10;-0.38;141.82;-37180896#2_1;0.00;0.20;1;veh3514;181737750#0_1;;;;;;
2535.00;18;passenger;2305.00;1530.00;;230.00;11.10;tripinfo_veh3498 routing_veh3498;5.10;-0.83;63.32;31545447#0_1;0.00;18.80;1;veh3498;30417609#3_1;;;;;;
2535.00;50;passenger;2210.00;2416.61;;325.00;7.85;tripinfo_veh3354 routing_veh3354;5.10;-0.91;113.56;-324752521_1;0.00;0.20;1;veh3354;180328743_1;;;;;;
2536.00;14;passenger;2208.00;3867.02;;328.00;12.70;tripinfo_veh3351 routing_veh3351;5.10;-0.93;61.63;-266641404_1;0.00;57.18;1;veh3351;194799780#3_1;;;;;;
2536.00;97;passenger;2175.00;2609.92;;361.00;10.43;tripinfo_veh3301 routing_veh3301;5.10;-0.97;152.93;237095112#5_1;0.00;62.42;1;veh3301;37180984#0_1;;;;;;
2537.00;0;passenger;2216.00;4249.84;;321.00;13.21;tripinfo_veh3362 routing_veh3362;5.10;-0.18;35.97;29062008#0_1;0.00;5.85;1;veh3362;176910654#1_1;;;;;;
2538.00;103;passenger;2197.00;1754.01;;341.00;10.99;tripinfo_veh3334 routing_veh3334;5.10;-0.72;154.90;182857084#1_1;0.00;11.69;1;veh3334;324751729#3_1;;;;;;
2538.00;81;truck;2151.00;3529.93;;387.00;10.94;tripinfo_truck272 routing_truck272;0.20;-0.58;167.19;324043272#3_1;0.00;86.53;1;truck272;177308073_1;;;;;;
2539.00;15;truck;2214.00;3125.92;;325.00;10.50;tripinfo_truck280 routing_truck280;7.20;-0.86;84.56;-38044984_1;0.00;26.90;1;truck280;-176910656_1;;;;;;
2539.00;0;passenger;2485.00;376.90;;54.00;10.34;tripinfo_veh3767 routing_veh3767;5.10;1.85;9.24;304384082#5_1;0.00;46.86;1;veh3767;38060330#2_1;;;;;;
2540.00;18;truck;2238.00;3035.39;;302.00;10.03;tripinfo_truck283 routing_truck283;7.20;-0.59;94.36;37347754#2_1;0.00;30.46;1;truck283;30530322#1_1;;;;;;
2540.00;0;passenger;2396.00;1032.82;;144.00;9.85;tripinfo_veh3635 routing_veh3635;5.10;-0.14;26.86;30598948#2_1;0.00;34.93;1;veh3635;290618568#0_1;;;;;;
2540.00;0;passenger;2413.00;1015.65;;127.00;11.09;tripinfo_veh3659 routing_veh3659;5.10;1.04;21.15;182173194#0_1;0.00;47.87;1;veh3659;30417705#4_1;;;;;;
2540.00;43;passenger;2174.00;3776.76;;366.00;10.15;tripinfo_veh3296 routing_veh3296;5.10;1.33;108.46;-205013604#3_1;0.00;139.33;2;veh3296;37356410_1;;;;;;
2541.00;177;passenger;2133.00;1588.42;;408.00;9.96;tripinfo_veh3237 routing_veh3237;5.10;-0.78;241.37;37347754#1_1;0.00;15.97;1;veh3237;-324751734#2_1;;;;;;
2541.00;0;passenger;2293.00;3802.48;;248.00;10.74;tripinfo_veh3480 routing_veh3480;5.10;-0.96;19.69;176908064#2_1;0.00;24.03;1;veh3480;38044987#8_1;;;;;;
2541.00;98;passenger;2130.00;3763.53;;411.00;13.42;tripinfo_veh3232 routing_veh3232;5.10;-0.49;147.26;230844225_1;0.00;0.20;1;veh3232;324241989_1;;;;;;
2541.00;88;passenger;2269.00;1258.29;;272.00;13.85;tripinfo_veh3443 routing_veh3443;5.10;-0.57;137.99;39958266#0_1;0.00;141.02;1;veh3443;194799781#0_1;;;;;;
2542.00;6;passenger;2380.00;998.36;;162.00;10.09;tripinfo_veh3611 routing_veh3611;5.10;-0.32;42.51;177308048_1;0.00;1.92;1;veh3611;37394168#0_1;;;;;;
2542.00;245;passenger;1618.00;5848.92;;924.00;10.78;tripinfo_veh2456 routing_veh2456;5.10;-0.96;382.44;-159080707_0;0.00;34.35;1;veh2456;38060288#6_1;;;;;;
2542.00;58;passenger;2072.00;4273.40;;470.00;13.56;tripinfo_veh3144 routing_veh3144;5.10;-0.48;171.76;-30529779#0_1;0.00;111.71;1;veh3144;-205013607#2_1;;;;;;
2543.00;0;passenger;2361.00;1433.93;;182.00;11.09;tripinfo_veh3582 routing_veh3582;5.10;-0.20;28.12;-180135573#0_1;0.00;123.40;1;veh3582;324578414#1_1;;;;;;
2543.00;46;passenger;1998.00;5025.18;;545.00;10.52;tripinfo_veh3032 routing_veh3032;5.10;-0.65;162.59;159554244#0_1;0.00;0.19;1;veh3032;38923503#3_1;;;;;;
2544.00;36;passenger;2245.00;3470.29;;299.00;13.83;tripinfo_veh3402 routing_veh3402;5.10;2.45;71.55;30416780#0_1;0.00;13.06;1;veh3402;38923216#4_1;;;;;;
2544.00;0;passenger;2302.00;2676.17;;242.00;2.51;tripinfo_veh3493 routing_veh3493;0.20;-0.53;43.40;-324985148_1;0.00;35.10;1;veh3493;-265745121#1_0;;;;;;
2544.00;0;passenger;2348.00;1424.22;;196.00;6.95;tripinfo_veh3562 routing_veh3562;5.10;-0.02;37.04;38923503#0_1;0.00;0.20;1;veh3562;30598934_1;;;;;;
2545.00;4;passenger;2373.00;1095.98;;172.00;10.21;tripinfo_veh3600 routing_veh3600;5.10;-0.07;46.65;-270375655_1;0.00;42.13;1;veh3600;290617982#2_1;;;;;;
2545.00;0;passenger;2214.00;2809.07;;331.00;10.72;tripinfo_veh3359 routing_veh3359;2.02;-0.20;40.08;180762417#1_1;0.00;313.36;1;veh3359;177308119#0_1;;;;;;
2546.00;0;passenger;2195.00;5093.72;;351.00;21.43;tripinfo_veh3331 routing_veh3331;5.10;-0.74;33.64;-259712946_1;0.00;251.67;1;veh3331;30663256#2_0;;;;;;
2548.00;53;passenger;2246.00;2620.03;;302.00;11.03;tripinfo_veh3408 routing_veh3408;5.10;-0.50;92.81;30417206#0_1;0.00;17.73;1;veh3408;171699103#2_1;;;;;;
2549.00;74;passenger;1964.00;5915.84;;585.00;11.69;tripinfo_veh2980 routing_veh2980;5.10;-0.37;141.03;200916232_1;0.00;16.99;1;veh2980;38044984_1;;;;;;
2549.00;14;passenger;2204.00;4023.37;;345.00;10.79;tripinfo_veh3345 routing_veh3345;5.10;-0.97;71.32;-324985134#0_1;0.00;21.87;1;veh3345;69045513_1;;;;;;
2549.00;15;passenger;2379.00;1726.02;;170.00;10.75;tripinfo_veh3610 routing_veh3610;5.10;-0.66;45.64;37180987#6_1;0.00;10.74;1;veh3610;221265721#2_1;;;;;;
2549.00;120;passenger;1968.00;5911.44;;581.00;13.79;tripinfo_veh2987 routing_veh2987;5.10;-0.98;206.36;30802013#1_0;0.00;145.54;1;veh2987;324041278#1_1;;;;;;
2550.00;48;passenger;2203.00;3053.78;;347.00;10.08;tripinfo_veh3342 routing_veh3342;5.10;0.00;96.68;32879914_3;0.00;109.04;1;veh3342;238543015_1;;;;;;
2550.00;2;passenger;2206.00;6186.58;;344.00;13.15;tripinfo_veh3347 routing_veh3347;5.10;-0.29;40.80;324985730#1_1;0.00;76.26;1;veh3347;119447216_0;;;;;;
2551.00;0;passenger;2214.00;4400.93;;337.00;11.52;tripinfo_veh3360 routing_veh3360;5.10;-0.86;70.10;33127323#0_1;0.00;6.18;1;veh3360;324985133_1;;;;;;
2551.00;18;passenger;2324.00;1274.65;;227.00;2.32;tripinfo_veh3527 routing_veh3527;5.10;-0.94;64.84;37180735#0_0;0.00;35.10;1;veh3527;-265745121#1_0;;;;;;
2553.00;2;passenger;2415.00;933.42;;138.00;10.12;tripinfo_veh3665 routing_veh3665;5.10;-0.91;36.34;279549602#1_1;0.00;11.88;1;veh3665;171684933#5_1;;;;;;
2553.00;27;passenger;2419.00;820.58;;134.00;10.39;tripinfo_veh3670 routing_veh3670;5.10;-0.21;50.34;-37356159_1;0.00;46.05;1;veh3670;37347754#7_1;;;;;;
2553.00;62;passenger;2015.00;5258.75;;538.00;13.60;tripinfo_veh3058 routing_veh3058;0.20;-0.79;137.04;184162395#0_1;0.00;166.86;1;veh3058;187567449_1;;;;;;
2554.00;24;passenger;2207.00;3362.83;;347.00;10.08;tripinfo_veh3349 routing_veh3349;5.10;-0.61;87.67;304384073#1_1;0.00;21.37;1;veh3349;176908068#3_1;;;;;;
2555.00;57;passenger;2141.00;3477.73;;414.00;10.93;tripinfo_veh3249 routing_veh3249;5.10;-0.69;135.12;37180984#0_1;0.00;34.44;1;veh3249;175790476#1_2;;;;;;
2556.00;2;passenger;2303.00;2362.72;;253.00;9.83;tripinfo_veh3495 routing_veh3495;5.10;-0.85;64.46;171674593#1_1;0.00;29.34;1;veh3495;30416947#1_1;;;;;;
2558.00;15;passenger;2144.00;3916.13;;414.00;9.91;tripinfo_veh3254 routing_veh3254;4.90;-0.99;106.25;266666376_1;0.00;19.82;1;veh3254;-177308119#1_1;;;;;;
2558.00;0;passenger;2295.00;2405.79;;263.00;10.17;tripinfo_veh3483 routing_veh3483;5.10;-0.94;28.90;324751734#2_1;0.00;315.32;1;veh3483;176324883#3_1;;;;;;
2558.00;54;passenger;2222.00;2249.62;;336.00;5.65;tripinfo_veh3371 routing_veh3371;5.10;-0.11;128.50;182175774#0_1;0.00;0.20;1;veh3371;177308056#1_1;;;;;;
2559.00;59;passenger;2011.00;6139.65;;548.00;9.18;tripinfo_veh3052 routing_veh3052;1.33;-0.83;147.62;33175464#3_0;0.00;0.98;1;veh3052;324041274_1;;;;;;
2559.00;15;passenger;2143.00;3974.78;;416.00;9.89;tripinfo_veh3251 routing_veh3251;5.10;-0.01;87.27;202278347#1_1;0.00;94.04;1;veh3251;30616901_1;;;;;;
2560.00;3;passenger;2429.00;974.52;;131.00;11.09;tripinfo_veh3685 routing_veh3685;5.10;-0.10;21.28;30417973#11_1;0.00;95.45;1;veh3685;324994580#1_1;;;;;;
2560.00;0;truck;2483.00;680.09;;77.00;6.93;tripinfo_truck314 routing_truck314;7.20;-0.81;13.35;-279550956_1;0.00;0.69;1;truck314;38923503#2_1;;;;;;
2561.00;33;passenger;2277.00;1782.56;;284.00;9.90;tripinfo_veh3435 routing_veh3435;1.62;12.70;85.39;184162395#1_1;0.00;61.05;1;veh3435;290619181#4_1;;;;;;
2562.00;82;passenger;2260.00;1678.86;;302.00;10.11;tripinfo_veh3428 routing_veh3428;5.10;0.31;126.19;185497637_1;0.00;68.99;1;veh3428;181961195#1_1;;;;;;
2564.00;0;passenger;2394.00;1439.46;;170.00;7.73;tripinfo_veh3633 routing_veh3633;5.10;-0.82;20.06;32881921_1;0.00;6.98;1;veh3633;237095113#0_1;;;;;;
2567.00;90;passenger;2182.00;2103.18;;385.00;10.54;tripinfo_veh3311 routing_veh3311;5.10;-0.56;160.53;177308119#1_1;0.00;52.89;1;veh3311;-37180894_1;;;;;;
2567.00;19;passenger;2336.00;2712.38;;231.00;10.45;tripinfo_veh3544 routing_veh3544;5.10;-0.15;62.18;194799780#2_1;0.00;62.77;1;veh3544;324985726_1;;;;;;
2567.00;4;passenger;2462.00;732.63;;105.00;10.29;tripinfo_veh3736 routing_veh3736;5.10;-0.71;28.14;-324041277_1;0.00;0.63;1;veh3736;182007934_1;;;;;;
2568.00;0;passenger;2311.00;4345.19;;257.00;10.37;tripinfo_veh3506 routing_veh3506;5.10;-0.10;21.45;324986673_1;0.00;0.20;1;veh3506;37383981#0_1;;;;;;
2569.00;155;passenger;2135.00;1911.92;;434.00;10.17;tripinfo_veh3238 routing_veh3238;5.10;0.56;227.46;30166961#5_1;0.00;22.24;1;veh3238;-169017784#0_1;;;;;;
2569.00;5;passenger;2487.00;552.22;;82.00;9.95;tripinfo_veh3774 routing_veh3774;5.10;-0.76;20.29;171751484#1_1;0.00;42.72;1;veh3774;30417886#1_1;;;;;;
2571.00;0;passenger;2478.00;637.82;;93.00;7.57;tripinfo_veh3760 routing_veh3760;5.10;-0.53;19.32;171684933#6_1;0.00;0.20;1;veh3760;30598934_1;;;;;;
2571.00;46;passenger;2335.00;1980.17;;236.00;13.23;tripinfo_veh3543 routing_veh3543;5.10;-0.49;94.09;30564973#4_1;0.00;86.44;1;veh3543;176910672_1;;;;;;
2571.00;34;passenger;2094.00;5150.61;;477.00;11.05;tripinfo_veh3177 routing_veh3177;5.10;-0.23;115.90;30418072#3_1;0.00;62.38;1;veh3177;30533752#0_1;;;;;;
2572.00;5;passenger;2346.00;1632.40;;226.00;10.55;tripinfo_veh3560 routing_veh3560;5.10;-0.70;53.96;4526354#6_1;0.00;83.80;1;veh3560;30564973#1_1;;;;;;
2573.00;22;passenger;2137.00;3864.07;;436.00;10.67;tripinfo_veh3242 routing_veh3242;5.10;-0.08;122.65;30529779#4_1;0.00;35.51;1;veh3242;29062007#2_1;;;;;;
2577.00;59;truck;2119.00;3729.17;;458.00;10.55;tripinfo_truck268 routing_truck268;7.20;-0.94;157.06;-290617981_1;0.00;10.51;1;truck268;175999106#1_2;;;;;;
2577.00;6;passenger;2347.00;3116.26;;230.00;12.94;tripinfo_veh3547 routing_veh3547;5.10;8.87;44.98;177308054#8_1;0.00;220.42;1;veh3547;266666414_1;;;;;;
2578.00;32;passenger;2299.00;1911.08;;279.00;10.92;tripinfo_veh3489 routing_veh3489;5.10;-0.90;75.14;30417755#1_1;0.00;22.47;1;veh3489;29062013#6_1;;;;;;
2578.00;0;passenger;2333.00;2002.21;;245.00;10.64;tripinfo_veh3540 routing_veh3540;5.10;-0.51;35.86;-30616901_1;0.00;0.20;1;veh3540;30534063#3_1;;;;;;
2581.00;2;passenger;2238.00;3074.97;;343.00;10.24;tripinfo_veh3396 routing_veh3396;5.10;-0.59;74.83;324994575_0;0.00;8.23;1;veh3396;30416739#1_1;;;;;;
2581.00;0;passenger;2417.00;1218.32;;164.00;9.29;tripinfo_veh3668 routing_veh3668;5.10;-0.89;32.03;30598983#1_1;0.00;4.90;1;veh3668;-266666376_1;;;;;;
2582.00;0;truck;2365.00;2073.40;;217.00;13.56;tripinfo_truck299 routing_truck299;7.20;-0.16;35.00;304384078_1;0.00;250.67;1;truck299;177573963_1;;;;;;
2584.00;113;passenger;2087.00;3307.18;;497.00;9.93;tripinfo_veh3167 routing_veh3167;5.10;-0.64;209.33;171677012#5_1;0.00;13.78;1;veh3167;-181961196_1;;;;;;
2584.00;104;passenger;2025.00;4015.63;;559.00;10.95;tripinfo_veh3072 routing_veh3072;5.10;-0.02;188.04;30418160#1_1;0.00;41.98;1;veh3072;29062008#9_1;;;;;;
2584.00;36;passenger;2255.00;2309.13;;329.00;5.08;tripinfo_veh3421 routing_veh3421;5.10;-0.07;92.40;-30533985#0_1;0.00;103.03;1;veh3421;159080707_0;;;;;;
2585.00;0;passenger;2522.00;481.61;;63.00;10.22;tripinfo_veh3827 routing_veh3827;0.20;-0.70;10.54;32644569#1_1;0.00;15.02;1;veh3827;30979840#0_1;;;;;;
2585.00;0;passenger;2263.00;4059.11;;322.00;10.57;tripinfo_veh3434 routing_veh3434;5.10;-0.64;38.47;-266641404_1;0.00;64.09;1;veh3434;290404535#3_1;;;;;;
2586.00;48;passenger;2277.00;1687.15;;309.00;10.33;tripinfo_veh3455 routing_veh3455;2.47;-0.48;116.08;176954444_1;0.00;9.27;1;veh3455;221265721#0_1;;;;;;
2586.00;12;passenger;2454.00;757.79;;132.00;10.79;tripinfo_veh3724 routing_veh3724;5.10;-0.80;38.87;37174473#0_1;0.00;54.28;1;veh3724;30918556#1_1;;;;;;
2588.00;32;passenger;2330.00;2260.87;;258.00;10.60;tripinfo_veh3535 routing_veh3535;5.10;-0.22;77.18;182007938#5_1;0.00;14.79;1;veh3535;37174473#4_1;;;;;;
2588.00;48;passenger;2315.00;3198.72;;273.00;10.63;tripinfo_veh3513 routing_veh3513;4.08;-0.72;80.15;-266666424#1_1;0.00;79.33;1;veh3513;176910667#0_1;;;;;;
2590.00;0;passenger;2443.00;1876.92;;147.00;10.20;tripinfo_veh3707 routing_veh3707;5.10;-0.60;16.40;182007936#2_1;0.00;48.11;1;veh3707;32644569#7_1;;;;;;
2590.00;44;passenger;2061.00;4854.70;;529.00;10.04;tripinfo_veh3126 routing_veh3126;5.10;0.39;169.60;-324751736_1;0.00;71.35;1;veh3126;324985142#2_1;;;;;;
2590.00;18;passenger;2310.00;3287.36;;280.00;9.92;tripinfo_veh3505 routing_veh3505;5.10;-0.44;47.97;265745120#2_1;0.00;1187.05;1;veh3505;184796749#7_1;;;;;;
2591.00;2;passenger;2437.00;1134.82;;154.00;10.52;tripinfo_veh3698 routing_veh3698;0.49;-0.67;32.74;324041279_1;0.00;10.16;1;veh3698;324985723_1;;;;;;
2593.00;1;passenger;2392.00;2805.54;;201.00;11.47;tripinfo_veh3629 routing_veh3629;0.23;-0.18;32.50;175999143#1_2;0.00;14.57;1;veh3629;324751773_1;;;;;;
2593.00;18;passenger;2208.00;5422.46;;385.00;10.50;tripinfo_veh3350 routing_veh3350;5.10;-0.27;59.51;32644646#0_2;0.00;65.19;1;veh3350;324985730#0_1;;;;;;
2593.00;15;passenger;1960.00;6183.18;;633.00;10.21;tripinfo_veh2974 routing_veh2974;0.20;-0.42;107.65;324985149_1;0.00;166.45;1;veh2974;33128293#0_1;;;;;;
2594.00;0;passenger;2342.00;3182.51;;252.00;10.87;tripinfo_veh3553 routing_veh3553;0.20;-0.08;39.10;30418072#5_1;0.00;17.40;1;veh3553;324578415#3_1;;;;;;
2594.00;27;passenger;2399.00;2381.06;;195.00;5.52;tripinfo_veh3640 routing_veh3640;5.10;-0.43;46.13;33128043#2_1;0.00;98.86;1;veh3640;33127321#0_1;;;;;;
2595.00;0;passenger;2476.00;747.22;;119.00;10.79;tripinfo_veh3757 routing_veh3757;5.10;-0.56;26.55;30418072#1_1;0.00;2.45;1;veh3757;202278346#3_1;;;;;;
2595.00;229;passenger;1759.00;5795.81;;836.00;13.86;tripinfo_veh2669 routing_veh2669;5.10;-0.36;347.83;34878500#1_1;0.00;66.13;1;veh2669;324043272#1_1;;;;;;
2595.00;48;passenger;2078.00;6003.78;;517.00;13.41;tripinfo_veh3153 routing_veh3153;5.10;-0.41;125.70;30418004#1_1;0.00;84.73;1;veh3153;177308053_1;;;;;;
2596.00;0;passenger;2398.00;2723.80;;198.00;9.95;tripinfo_veh3639 routing_veh3639;5.10;-0.77;28.66;266666384_1;0.00;51.56;1;veh3639;30416913#1_1;;;;;;
2597.00;7;passenger;2368.00;1765.51;;229.00;13.88;tripinfo_veh3593 routing_veh3593;5.10;-0.45;40.79;171771214_1;0.00;20.77;1;veh3593;-194799780#1_1;;;;;;
2597.00;0;passenger;2436.00;1252.78;;161.00;9.84;tripinfo_veh3696 routing_veh3696;5.10;-0.35;25.28;175999142_1;0.00;51.10;1;veh3696;30616907#0_1;;;;;;
2597.00;138;passenger;2073.00;3410.58;;524.00;10.36;tripinfo_veh3145 routing_veh3145;5.10;-0.14;208.39;177308116_0;0.00;62.42;1;veh3145;176906141#0_1;;;;;;
2600.00;270;passenger;2033.00;2413.61;;567.00;13.34;tripinfo_veh3085 routing_veh3085;5.10;-0.59;346.57;37174473#3_1;0.00;3.91;1;veh3085;-326910419#1_1;;;;;;
2601.00;0;passenger;2427.00;1339.07;;174.00;13.65;tripinfo_veh3683 routing_veh3683;5.10;-0.78;34.93;29062013#4_1;0.00;73.19;1;veh3683;37722662_1;;;;;;
2603.00;42;passenger;2390.00;1035.00;;213.00;10.07;tripinfo_veh3627 routing_veh3627;5.10;-0.86;102.53;177308099#1_1;0.00;68.44;1;veh3627;180762418_1;;;;;;
2603.00;41;passenger;2230.00;2524.13;;373.00;9.94;tripinfo_veh3384 routing_veh3384;5.10;-0.68;109.17;-194799781#0_1;0.00;136.42;1;veh3384;-41672012#0_1;;;;;;
2603.00;1;passenger;2442.00;1517.62;;161.00;12.85;tripinfo_veh3706 routing_veh3706;5.10;-0.94;27.12;324041272_1;0.00;235.63;1;veh3706;326910418_1;;;;;;
2604.00;75;truck;2081.00;4402.12;;523.00;10.68;tripinfo_truck263 routing_truck263;7.20;0.61;201.69;-176908068#3_1;0.00;82.05;1;truck263;38060337_1;;;;;;
2605.00;55;passenger;2256.00;3929.22;;349.00;10.65;tripinfo_veh3423 routing_veh3423;5.10;-0.39;93.37;-279549604#1_1;0.00;22.78;1;veh3423;180762422#1_1;;;;;;
2605.00;79;passenger;2104.00;4595.90;;501.00;12.86;tripinfo_veh3192 routing_veh3192;5.10;-0.12;151.84;324751767#1_1;0.00;50.70;1;veh3192;38923216#1_1;;;;;;
2605.00;3;passenger;2298.00;2480.80;;307.00;10.45;tripinfo_veh3487 routing_veh3487;5.10;-0.58;45.48;-41672012#0_1;0.00;49.54;1;veh3487;37180725#5_1;;;;;;
2606.00;70;passenger;2057.00;5312.48;;549.00;9.99;tripinfo_veh3122 routing_veh3122;5.10;-0.97;138.79;324043270#2_1;0.00;94.42;1;veh3122;159554254#0_1;;;;;;
2606.00;0;passenger;2317.00;2427.97;;289.00;10.66;tripinfo_veh3515 routing_veh3515;5.10;-0.03;37.30;30533953#3_1;0.00;137.21;1;veh3515;-30801686_1;;;;;;
2606.00;34;passenger;2190.00;5039.19;;416.00;10.83;tripinfo_veh3323 routing_veh3323;5.10;-0.47;75.00;33128389#0_1;0.00;1187.05;1;veh3323;184796749#7_1;;;;;;
2606.00;0;passenger;2520.00;628.91;;86.00;11.56;tripinfo_veh3824 routing_veh3824;5.10;-0.72;18.24;30979840#1_2;0.00;0.20;1;veh3824;176910668_1;;;;;;
2607.00;20;truck;2262.00;3415.74;;345.00;10.71;tripinfo_truck286 routing_truck286;7.20;-0.32;100.37;38060298_1;0.00;17.56;1;truck286;290618576#5_1;;;;;;
2607.00;9;passenger;2318.00;3206.99;;289.00;13.85;tripinfo_veh3516 routing_veh3516;0.20;0.31;61.47;266666424#2_1;0.00;57.08;1;veh3516;37180296_1;;;;;;
2607.00;82;passenger;2234.00;2836.52;;373.00;10.63;tripinfo_veh3390 routing_veh3390;5.10;-0.64;135.85;169013928#0_1;0.00;83.06;1;veh3390;37180725#0_1;;;;;;
2607.00;3;passenger;2333.00;2408.79;;274.00;9.99;tripinfo_veh3537 routing_veh3537;5.10;1.46;43.63;177338972#1_0;0.00;82.71;1;veh3537;38060303#0_1;;;;;;
2608.00;139;passenger;1978.00;5619.30;;630.00;10.86;tripinfo_veh3002 routing_veh3002;5.10;-0.87;233.97;177068340_1;0.00;73.48;1;veh3002;182015538#1_1;;;;;;
2609.00;62;passenger;1961.00;5528.34;;648.00;9.88;tripinfo_veh2975 routing_veh2975;5.10;-0.07;148.46;33128295_1;0.00;8.13;1;veh2975;172020977#1_1;;;;;;
2609.00;4;passenger;2413.00;1280.32;;196.00;10.57;tripinfo_veh3662 routing_veh3662;5.10;-0.93;50.35;37394165#0_1;0.00;55.28;1;veh3662;-30534013#3_1;;;;;;
2609.00;61;passenger;2180.00;3926.73;;429.00;9.10;tripinfo_veh3308 routing_veh3308;5.10;-0.58;159.22;176910659_1;0.00;2.15;1;veh3308;268307751_1;;;;;;
2610.00;0;passenger;2475.00;947.12;;135.00;10.00;tripinfo_veh3756 routing_veh3756;5.10;-0.90;27.28;177308119#3_1;0.00;25.89;1;veh3756;30598482#3_1;;;;;;
2612.00;43;passenger;2282.00;2021.60;;330.00;10.00;tripinfo_veh3462 routing_veh3462;5.10;-0.10;110.84;230844223#3_1;0.00;42.66;1;veh3462;176910638_1;;;;;;
2613.00;0;passenger;2445.00;1246.34;;168.00;10.16;tripinfo_veh3710 routing_veh3710;4.52;-0.58;26.53;38044972#1_1;0.00;0.63;1;veh3710;182007934_1;;;;;;
2614.00;5;passenger;2417.00;1564.67;;197.00;13.55;tripinfo_veh3667 routing_veh3667;5.10;-0.23;36.40;176908068#0_1;0.00;27.42;1;veh3667;176324875_1;;;;;;
2614.00;2;passenger;2446.00;1952.52;;168.00;10.73;tripinfo_veh3711 routing_veh3711;5.10;-0.23;29.60;324985142#2_1;0.00;13.36;1;veh3711;29062004#1_1;;;;;;
2616.00;0;passenger;2500.00;865.43;;116.00;11.04;tripinfo_veh3794 routing_veh3794;5.10;-0.95;19.48;290618571_1;0.00;60.90;1;veh3794;324994575_0;;;;;;
2617.00;3;passenger;2232.00;2928.65;;385.00;10.12;tripinfo_veh3383 routing_veh3383;5.10;1.98;66.48;-324751748#6_1;0.00;36.22;2;veh3383;30530306#4_1;;;;;;
2618.00;28;truck;2388.00;1584.85;;230.00;10.48;tripinfo_truck302 routing_truck302;4.95;-0.89;72.19;30993606#4_1;0.00;47.14;1;truck302;38060279#1_1;;;;;;
2618.00;26;truck;2279.00;3713.90;;339.00;10.78;tripinfo_truck288 routing_truck288;7.20;0.86;92.21;-266666417_1;0.00;97.13;1;truck288;30616932_1;;;;;;
2620.00;0;passenger;2375.00;1913.84;;245.00;10.70;tripinfo_veh3603 routing_veh3603;5.10;-0.04;37.06;30598482#3_1;0.00;78.39;1;veh3603;30416793#0_1;;;;;;
2621.00;0;passenger;2226.00;5812.14;;395.00;11.85;tripinfo_veh3377 routing_veh3377;5.10;-0.07;56.96;-324985723_1;0.00;13.59;1;veh3377;324751770#3_1;;;;;;
