tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
3369.00;8;passenger;3173.00;1327.78;;196.00;10.63;tripinfo_veh4815 routing_veh4815;5.10;-0.97;49.32;177308119#1_1;0.00;20.81;1;veh4815;33128051_1;;;;;;
3369.00;75;passenger;3162.00;756.40;;207.00;11.02;tripinfo_veh4798 routing_veh4798;5.10;-0.77;118.97;30416961#7_1;0.00;52.89;1;veh4798;-37180894_1;;;;;;
3370.00;64;passenger;2960.00;3312.29;;410.00;10.00;tripinfo_veh4491 routing_veh4491;2.66;-0.40;151.94;-268307751_1;0.00;2.50;1;veh4491;324751741#0_1;;;;;;
3370.00;0;passenger;3064.00;2274.75;;306.00;10.10;tripinfo_veh4649 routing_veh4649;0.20;-0.55;59.15;324317862#4_1;0.00;52.25;1;veh4649;37394609#3_1;;;;;;
3371.00;7;passenger;2994.00;4163.41;;377.00;10.38;tripinfo_veh4542 routing_veh4542;5.10;-0.02;70.51;324985728#1_1;0.00;10.18;1;veh4542;181961188#4_1;;;;;;
3371.00;49;passenger;2887.00;4050.84;;484.00;11.09;tripinfo_veh4380 routing_veh4380;5.10;-0.23;125.65;-37180452_1;0.00;26.08;1;veh4380;290617982#0_1;;;;;;
3371.00;0;passenger;3282.00;612.81;;89.00;9.99;tripinfo_veh4980 routing_veh4980;5.10;-0.74;20.33;-324991232_1;0.00;34.51;1;veh4980;171677012#2_1;;;;;;
3371.00;59;passenger;2878.00;4644.88;;493.00;10.65;tripinfo_veh4366 routing_veh4366;5.10;0.00;124.88;37350431#1_1;0.00;327.61;1;veh4366;324751729#4_1;;;;;;
3372.00;0;passenger;3148.00;1817.93;;224.00;10.93;tripinfo_veh4777 routing_veh4777;0.19;-0.93;31.91;37383982#0_1;0.00;10.53;1;veh4777;32761448_1;;;;;;
3372.00;87;passenger;3063.00;2071.27;;309.00;10.79;tripinfo_veh4648 routing_veh4648;5.10;-0.89;135.01;-176910667#2_1;0.00;180.66;1;veh4648;182857087#4_1;;;;;;
3373.00;0;passenger;3211.00;1126.74;;162.00;10.83;tripinfo_veh4872 routing_veh4872;5.10;-0.55;38.22;30530322#3_1;0.00;16.77;1;veh4872;29062014#0_1;;;;;;
3373.00;19;truck;2982.00;2054.52;;391.00;10.59;tripinfo_truck377 routing_truck377;7.20;-0.15;155.23;-30533575#4_1;0.00;34.04;1;truck377;30801681#1_1;;;;;;
3374.00;0;passenger;3230.00;1178.67;;144.00;10.10;tripinfo_veh4900 routing_veh4900;5.10;-0.01;16.64;-38044984_1;0.00;26.41;1;veh4900;29019892#9_1;;;;;;
3374.00;0;passenger;3226.00;1277.51;;148.00;10.80;tripinfo_veh4894 routing_veh4894;5.10;-0.05;20.49;177338963#0_1;0.00;84.65;1;veh4894;207176164_1;;;;;;
3375.00;11;passenger;3149.00;2855.02;;226.00;13.43;tripinfo_veh4778 routing_veh4778;5.10;-0.58;49.37;194799779_1;0.00;37.41;1;veh4778;-250563620#2_1;;;;;;
3376.00;33;passenger;2992.00;4282.28;;384.00;11.02;tripinfo_veh4539 routing_veh4539;5.10;-0.04;98.95;30530313#1_1;0.00;15.80;1;veh4539;37383977#0_1;;;;;;
3376.00;62;passenger;2777.00;7074.28;;599.00;11.05;tripinfo_veh4211 routing_veh4211;5.10;1.17;131.06;30598584#2_1;0.00;86.39;1;veh4211;-177308073_1;;;;;;
3377.00;6;passenger;3085.00;3391.16;;292.00;10.98;tripinfo_veh4681 routing_veh4681;5.10;-0.64;64.75;30598985#1_1;0.00;97.92;1;veh4681;-103992207#1_1;;;;;;
3377.00;3;passenger;3001.00;5466.57;;376.00;10.49;tripinfo_veh4554 routing_veh4554;5.10;-0.93;46.48;30598482#2_1;0.00;4.90;1;veh4554;-266666376_1;;;;;;
3379.00;54;passenger;2977.00;3081.60;;402.00;10.66;tripinfo_veh4517 routing_veh4517;5.10;-0.54;135.83;38062734_1;0.00;25.19;1;veh4517;29062008#10_1;;;;;;
3379.00;0;passenger;2945.00;6998.04;;434.00;10.02;tripinfo_veh4469 routing_veh4469;5.10;-0.90;54.54;119447023#0_1;0.00;55.28;1;veh4469;-30534013#3_1;;;;;;
3379.00;132;truck;2760.00;4983.96;;619.00;10.49;tripinfo_truck349 routing_truck349;7.20;-0.67;231.75;175999158#1_1;0.00;66.74;1;truck349;351721378_1;;;;;;
3381.00;46;passenger;3065.00;2743.85;;316.00;10.25;tripinfo_veh4650 routing_veh4650;5.10;-0.21;100.56;32644646#1_2;0.00;57.97;1;veh4650;37347754#0_1;;;;;;
3382.00;0;passenger;3285.00;760.77;;97.00;13.12;tripinfo_veh4984 routing_veh4984;5.10;-0.38;20.61;182007933_1;0.00;165.03;1;veh4984;266670737_1;;;;;;
3383.00;0;passenger;3255.00;930.08;;128.00;13.70;tripinfo_veh4938 routing_veh4938;5.10;-0.05;27.57;69730718_1;0.00;49.93;1;veh4938;-272098233_1;;;;;;
3384.00;40;passenger;2972.00;4370.65;;412.00;13.25;tripinfo_veh4509 routing_veh4509;5.10;-0.26;106.48;30416934#1_1;0.00;77.82;1;veh4509;180082654_1;;;;;;
3385.00;13;passenger;3223.00;1780.82;;162.00;10.88;tripinfo_veh4890 routing_veh4890;5.10;-0.41;40.56;182007936#3_1;0.00;64.22;1;veh4890;32644569#6_1;;;;;;
3385.00;102;passenger;2903.00;3457.59;;482.00;11.00;tripinfo_veh4404 routing_veh4404;5.10;-0.05;185.27;4526409#3_1;0.00;9.69;1;veh4404;38060305#0_1;;;;;;
3386.00;1;passenger;3147.00;1881.86;;239.00;10.87;tripinfo_veh4775 routing_veh4775;5.10;-0.61;40.21;324751763#0_1;0.00;60.85;1;veh4775;176906141#6_2;;;;;;
3386.00;414;passenger;2640.00;3733.99;;746.00;1.94;tripinfo_veh4005 routing_veh4005;5.10;-0.04;492.29;176910670#2_0;0.00;28.32;1;veh4005;37180736#0_0;;;;;;
3388.00;0;passenger;3102.00;2735.87;;286.00;10.20;tripinfo_veh4706 routing_veh4706;0.29;-0.12;33.94;184165533#2_1;0.00;55.89;1;veh4706;-180762419#0_1;;;;;;
3389.00;27;passenger;3116.00;3037.09;;273.00;10.65;tripinfo_veh4728 routing_veh4728;5.10;-0.63;64.67;268673951_1;0.00;52.82;1;veh4728;324751741#1_1;;;;;;
3390.00;17;passenger;2959.00;3467.43;;431.00;10.84;tripinfo_veh4489 routing_veh4489;5.10;-0.08;108.53;285267650#1_1;0.00;17.76;1;veh4489;-177308119#2_1;;;;;;
3391.00;9;passenger;3135.00;2293.87;;256.00;10.82;tripinfo_veh4757 routing_veh4757;5.10;-0.74;69.64;290618568#1_1;0.00;70.79;1;veh4757;182592122#1_1;;;;;;
3393.00;60;passenger;3178.00;1098.22;;215.00;10.26;tripinfo_veh4822 routing_veh4822;5.10;-0.59;100.51;-194799743#2_1;0.00;74.20;1;veh4822;4526354#3_1;;;;;;
3393.00;54;passenger;3075.00;2141.16;;318.00;12.02;tripinfo_veh4666 routing_veh4666;5.10;-0.76;106.78;190433493_1;0.00;2.81;1;veh4666;69103370#6_1;;;;;;
3395.00;8;passenger;3135.00;2367.43;;260.00;12.79;tripinfo_veh4756 routing_veh4756;5.10;-0.08;48.66;180762429_1;0.00;53.12;1;veh4756;37347752_1;;;;;;
3396.00;11;passenger;3212.00;1097.71;;184.00;10.40;tripinfo_veh4874 routing_veh4874;5.10;-0.87;66.47;-194799789#2_1;0.00;15.18;1;veh4874;175790472#11_1;;;;;;
3397.00;2;passenger;3166.00;3142.42;;231.00;10.84;tripinfo_veh4803 routing_veh4803;5.10;-0.06;36.83;171684933#0_1;0.00;31.14;1;veh4803;30564973#6_1;;;;;;
3397.00;1;passenger;3131.00;2048.62;;266.00;10.62;tripinfo_veh4751 routing_veh4751;5.10;-0.79;43.29;30598482#3_1;0.00;44.11;1;veh4751;37394816#2_1;;;;;;
3398.00;50;truck;3116.00;1526.19;;282.00;10.45;tripinfo_truck394 routing_truck394;7.20;-0.63;101.61;30417814#2_1;0.00;21.00;1;truck394;30533318#0_1;;;;;;
3398.00;3;passenger;3260.00;838.49;;138.00;10.99;tripinfo_veh4941 routing_veh4941;5.10;2.97;44.31;30417941#3_1;0.00;62.16;1;veh4941;30418035#0_1;;;;;;
3399.00;58;truck;3140.00;2500.79;;259.00;4.96;tripinfo_truck397 routing_truck397;7.20;-0.36;96.89;30993534#1_1;0.00;2.20;1;truck397;32644569#2_1;;;;;;
3399.00;0;passenger;3179.00;2290.42;;220.00;10.15;tripinfo_veh4823 routing_veh4823;5.10;-0.25;35.45;38060330#0_1;0.00;45.73;1;veh4823;30534258#3_1;;;;;;
3399.00;0;passenger;3158.00;1587.93;;241.00;2.72;tripinfo_veh4792 routing_veh4792;5.10;-0.81;41.98;180878327_1;0.00;117.11;1;veh4792;246519215_0;;;;;;
3400.00;6;passenger;3145.00;1761.99;;255.00;10.11;tripinfo_veh4772 routing_veh4772;5.10;-0.63;56.94;-37180732#0_0;0.00;137.21;1;veh4772;-30801686_1;;;;;;
3401.00;33;passenger;3101.00;3304.13;;300.00;8.52;tripinfo_veh4705 routing_veh4705;5.10;-0.46;88.16;194828057#0_1;0.00;26.19;1;veh4705;266152523_1;;;;;;
3401.00;0;passenger;3249.00;2481.38;;152.00;12.71;tripinfo_veh4929 routing_veh4929;5.10;-0.12;17.94;30533820#2_1;0.00;76.26;1;veh4929;119447216_0;;;;;;
3402.00;0;passenger;3283.00;1181.53;;119.00;10.26;tripinfo_veh4981 routing_veh4981;5.10;-0.40;10.62;324994585_1;0.00;25.67;1;veh4981;38044985#2_1;;;;;;
3402.00;4;truck;3156.00;1817.73;;246.00;11.02;tripinfo_truck399 routing_truck399;7.20;-0.18;52.77;290404535#1_1;0.00;23.71;1;truck399;37503196#1_1;;;;;;
3402.00;0;passenger;3262.00;1010.34;;140.00;10.12;tripinfo_veh4950 routing_veh4950;5.10;-0.96;27.02;171723884_1;0.00;55.17;1;veh4950;324991232_1;;;;;;
3402.00;1;truck;3108.00;5592.39;;294.00;22.04;tripinfo_truck393 routing_truck393;7.20;-0.72;32.70;268673949#0_1;0.00;1294.95;1;truck393;176908062#1_0;;;;;;
3402.00;45;passenger;3224.00;792.03;;178.00;5.89;tripinfo_veh4892 routing_veh4892;5.10;-0.73;91.79;-176910667#7_1;0.00;0.20;1;veh4892;37174488#3_1;;;;;;
3402.00;7;passenger;3243.00;943.65;;159.00;9.86;tripinfo_veh4920 routing_veh4920;2.66;-0.19;51.50;-268307751_1;0.00;5.91;1;veh4920;268408771#1_1;;;;;;
3402.00;52;passenger;2918.00;6119.13;;484.00;12.35;tripinfo_veh4427 routing_veh4427;5.10;-0.21;107.61;194828057#0_1;0.00;0.20;1;veh4427;169051260_1;;;;;;
3403.00;0;passenger;3286.00;826.67;;117.00;9.85;tripinfo_veh4985 routing_veh4985;5.10;-0.04;22.67;290618576#10_1;0.00;63.82;1;veh4985;30533880#3_1;;;;;;
3403.00;0;passenger;3253.00;1163.64;;150.00;9.65;tripinfo_veh4935 routing_veh4935;5.10;-0.08;24.75;180135576_1;0.00;1.53;1;veh4935;175793384#2_1;;;;;;
3404.00;38;passenger;3057.00;3086.56;;347.00;10.08;tripinfo_veh4639 routing_veh4639;5.10;-0.96;106.93;171874660#2_1;0.00;42.86;1;veh4639;-324751748#2_1;;;;;;
3404.00;0;passenger;3129.00;2972.26;;275.00;13.15;tripinfo_veh4747 routing_veh4747;5.10;-0.15;27.68;-324041276_1;0.00;1366.18;1;veh4747;259712946_1;;;;;;
3405.00;60;passenger;3181.00;1094.48;;224.00;10.36;tripinfo_veh4827 routing_veh4827;5.10;-0.88;107.35;-194799743#2_1;0.00;28.02;1;veh4827;30416743#4_1;;;;;;
3406.00;24;passenger;3291.00;694.55;;115.00;10.94;tripinfo_veh4993 routing_veh4993;5.10;-0.31;39.45;156437791#0_1;0.00;48.23;1;veh4993;30416934#0_1;;;;;;
3406.00;424;passenger;2556.00;3580.66;;850.00;10.48;tripinfo_veh3878 routing_veh3878;5.10;-0.32;532.05;-177308119#0_1;0.00;1.01;1;veh3878;184796749#3_1;;;;;;
3407.00;417;truck;2673.00;4353.55;;734.00;7.03;tripinfo_truck338 routing_truck338;7.20;-0.65;498.03;30530322#0_1;0.00;12.08;1;truck338;176908064#4_1;;;;;;
3407.00;23;passenger;3050.00;3821.09;;357.00;10.35;tripinfo_veh4628 routing_veh4628;5.10;-0.71;81.85;324043269#3_1;0.00;44.06;1;veh4628;290618576#2_1;;;;;;
3408.00;1;passenger;3020.00;3731.63;;388.00;10.13;tripinfo_veh4582 routing_veh4582;5.10;-0.38;77.14;30598985#4_1;0.00;35.11;1;veh4582;40577572#1_1;;;;;;
3409.00;0;passenger;3126.00;4234.24;;283.00;10.17;tripinfo_veh4741 routing_veh4741;5.10;0.80;34.34;30598958#4_1;0.00;36.17;1;veh4741;169013928#5_1;;;;;;
3410.00;103;passenger;3145.00;1665.67;;265.00;11.07;tripinfo_veh4767 routing_veh4767;0.20;2.67;136.19;32644646#4_2;0.00;10.88;1;veh4767;30416961#3_1;;;;;;
3410.00;0;passenger;3228.00;1408.61;;182.00;10.58;tripinfo_veh4897 routing_veh4897;5.10;-0.03;29.07;37164516#1_1;0.00;17.30;1;veh4897;30598482#1_1;;;;;;
3410.00;0;passenger;3332.00;784.72;;78.00;8.73;tripinfo_veh5056 routing_veh5056;5.10;-0.84;11.79;205013617#1_1;0.00;0.20;1;veh5056;224721575#1_1;;;;;;
3412.00;40;passenger;2988.00;3387.45;;424.00;10.92;tripinfo_veh4534 routing_veh4534;5.10;-0.74;120.42;177308097#2_1;0.00;35.81;1;veh4534;290404535#5_1;;;;;;
3412.00;47;passenger;3024.00;3957.87;;388.00;10.36;tripinfo_veh4583 routing_veh4583;5.10;2.96;114.31;177308074#3_1;0.00;35.55;1;veh4583;324991230_1;;;;;;
3412.00;88;passenger;3010.00;3627.34;;402.00;10.00;tripinfo_veh4567 routing_veh4567;5.10;-0.50;152.60;-37355824_0;0.00;67.45;1;veh4567;171698588#4_1;;;;;;
3413.00;45;truck;3053.00;2133.00;;360.00;10.57;tripinfo_truck386 routing_truck386;7.20;-0.34;127.21;-175999108#2_1;0.00;57.35;1;truck386;37174492#4_1;;;;;;
3413.00;91;truck;3077.00;1572.12;;336.00;10.85;tripinfo_truck389 routing_truck389;7.20;-0.07;154.19;180241127_1;0.00;57.29;1;truck389;30533880#1_1;;;;;;
3413.00;0;passenger;3279.00;1007.61;;134.00;10.99;tripinfo_veh4975 routing_veh4975;1.18;-0.44;22.63;304384071#2_1;0.00;62.19;1;veh4975;30598938#0_1;;;;;;
3414.00;58;passenger;3038.00;2257.93;;376.00;9.94;tripinfo_veh4609 routing_veh4609;5.10;-0.18;130.92;-34878500#2_1;0.00;24.71;1;veh4609;30166961#5_1;;;;;;
3414.00;50;passenger;3013.00;4585.59;;401.00;11.07;tripinfo_veh4571 routing_veh4571;5.10;-0.13;87.47;175793372_1;0.00;54.51;1;veh4571;338958024#0_1;;;;;;
3414.00;87;passenger;3095.00;1873.34;;319.00;10.38;tripinfo_veh4696 routing_veh4696;5.10;-0.53;136.08;30993435#2_1;0.00;49.21;1;veh4696;171874524#2_1;;;;;;
3416.00;9;passenger;2995.00;3695.44;;421.00;11.09;tripinfo_veh4544 routing_veh4544;2.02;-0.34;84.08;33175464#1_0;0.00;42.74;1;veh4544;29081858#2_1;;;;;;
3416.00;53;passenger;3069.00;2591.98;;347.00;10.49;tripinfo_veh4656 routing_veh4656;5.10;-0.16;114.03;290404535#5_1;0.00;140.14;1;veh4656;176908074#2_1;;;;;;
3417.00;49;passenger;2947.00;4270.19;;470.00;10.03;tripinfo_veh4472 routing_veh4472;2.93;-0.87;115.91;324317005#1_1;0.00;26.63;1;veh4472;38044987#5_1;;;;;;
3417.00;53;passenger;3128.00;1743.32;;289.00;9.97;tripinfo_veh4746 routing_veh4746;5.10;-0.49;96.23;182173196_1;0.00;76.62;1;veh4746;324751761#4_1;;;;;;
3417.00;0;passenger;3186.00;1931.50;;231.00;10.95;tripinfo_veh4834 routing_veh4834;0.38;-0.50;31.31;324752293_1;0.00;113.59;1;veh4834;30418155#2_1;;;;;;
3418.00;0;passenger;3198.00;1711.47;;220.00;10.87;tripinfo_veh4852 routing_veh4852;5.10;-0.36;35.38;29019892#9_1;0.00;9.93;1;veh4852;324994577_1;;;;;;
3418.00;69;passenger;3097.00;1603.16;;321.00;10.86;tripinfo_veh4699 routing_veh4699;5.10;-0.51;146.34;30417705#4_1;0.00;37.90;1;veh4699;30616907#1_1;;;;;;
3418.00;0;passenger;3134.00;2202.81;;284.00;10.59;tripinfo_veh4755 routing_veh4755;5.10;-0.42;43.73;176324875_1;0.00;51.65;1;veh4755;4526354#5_1;;;;;;
3418.00;27;truck;2942.00;4700.52;;476.00;10.91;tripinfo_truck372 routing_truck372;6.27;-0.60;129.22;182007935_1;0.00;55.53;1;truck372;181961188#0_1;;;;;;
3418.00;38;passenger;3211.00;2423.76;;207.00;12.69;tripinfo_veh4871 routing_veh4871;3.85;0.11;61.08;-279548233_1;0.00;103.82;1;veh4871;177308099#0_1;;;;;;
3418.00;0;truck;3274.00;979.02;;144.00;10.96;tripinfo_truck414 routing_truck414;7.20;-0.83;39.22;324751748#2_1;0.00;94.09;1;truck414;4526354#0_1;;;;;;
3419.00;11;passenger;3182.00;1599.29;;237.00;13.46;tripinfo_veh4828 routing_veh4828;5.10;-0.54;63.60;30598847#2_1;0.00;43.23;1;veh4828;266666397_1;;;;;;
3420.00;24;passenger;3201.00;1965.16;;219.00;12.22;tripinfo_veh4857 routing_veh4857;5.10;-0.66;67.96;29062013#7_1;0.00;6.92;1;veh4857;177308060#4_1;;;;;;
3420.00;21;passenger;3106.00;3626.71;;314.00;13.19;tripinfo_veh4707 routing_veh4707;5.10;3.22;66.18;30416996_1;0.00;14.25;1;veh4707;38923216#2_1;;;;;;
3420.00;3;passenger;3252.00;1270.71;;168.00;10.65;tripinfo_veh4934 routing_veh4934;5.10;-0.42;29.67;290618576#1_1;0.00;46.94;1;veh4934;30533546#2_1;;;;;;
3421.00;2;passenger;3168.00;3101.44;;253.00;10.99;tripinfo_veh4807 routing_veh4807;5.10;-0.70;45.00;-266666397_1;0.00;42.48;1;veh4807;37355471#3_1;;;;;;
3422.00;2;passenger;3246.00;2420.28;;176.00;10.88;tripinfo_veh4901 routing_veh4901;0.21;15.34;33.22;205013611#0_1;0.00;46.27;1;veh4901;290404535#8_1;;;;;;
3422.00;0;passenger;3240.00;1638.29;;182.00;12.00;tripinfo_veh4916 routing_veh4916;5.10;-0.55;18.03;175790489#3_1;0.00;5.16;1;veh4916;176954449_1;;;;;;
3423.00;0;passenger;3303.00;1255.95;;120.00;8.89;tripinfo_veh5011 routing_veh5011;5.10;-0.17;11.86;205403434#0_1;0.00;3.43;1;veh5011;266666409#0_1;;;;;;
3426.00;0;passenger;3259.00;1254.32;;167.00;10.06;tripinfo_veh4945 routing_veh4945;5.10;-0.67;30.37;29062013#12_1;0.00;2.15;1;veh4945;268307751_1;;;;;;
3427.00;0;passenger;3202.00;2256.34;;225.00;10.77;tripinfo_veh4859 routing_veh4859;5.10;-0.98;31.46;-250563617#2_1;0.00;64.64;1;veh4859;37501151#4_1;;;;;;
3428.00;24;passenger;3028.00;4831.87;;400.00;10.81;tripinfo_veh4594 routing_veh4594;5.10;-0.29;93.20;37180982#2_1;0.00;57.72;1;veh4594;33128045#3_1;;;;;;
3429.00;52;passenger;2962.00;4156.86;;467.00;10.81;tripinfo_veh4494 routing_veh4494;5.10;-0.38;122.78;-38044984_1;0.00;216.49;1;veh4494;-176908068#0_1;;;;;;
3429.00;110;passenger;3021.00;2201.48;;408.00;10.76;tripinfo_veh4584 routing_veh4584;5.10;-0.70;158.71;170268788#0_1;0.00;0.20;1;veh4584;177308056#1_1;;;;;;
3430.00;74;passenger;2814.00;5025.72;;616.00;13.62;tripinfo_veh4270 routing_veh4270;5.10;-0.72;160.47;171698525#1_1;0.00;64.86;1;veh4270;-159080700_1;;;;;;
3430.00;25;passenger;3003.00;4810.86;;427.00;10.65;tripinfo_veh4557 routing_veh4557;5.10;-0.91;104.46;324985722#2_1;0.00;71.18;1;veh4557;230844223#4_1;;;;;;
3431.00;98;passenger;3032.00;1939.04;;399.00;10.94;tripinfo_veh4601 routing_veh4601;5.10;-0.91;186.89;177308050_1;0.00;33.10;1;veh4601;37352070#0_1;;;;;;
3432.00;24;passenger;3107.00;2402.64;;325.00;10.05;tripinfo_veh4714 routing_veh4714;5.10;-0.40;72.56;34878531_1;0.00;45.42;1;veh4714;37356160#1_1;;;;;;
3433.00;54;passenger;3229.00;971.23;;204.00;10.86;tripinfo_veh4899 routing_veh4899;0.20;-0.35;97.08;177308074#0_1;0.00;31.21;1;veh4899;177308057#1_1;;;;;;
3434.00;12;passenger;3217.00;2161.46;;217.00;11.10;tripinfo_veh4879 routing_veh4879;5.10;0.84;48.40;37501151#5_1;0.00;10.53;1;veh4879;37180298#3_1;;;;;;
3434.00;26;passenger;2869.00;5983.62;;565.00;12.89;tripinfo_veh4353 routing_veh4353;3.20;-0.43;122.14;176906141#5_1;0.00;166.86;1;veh4353;187567449_1;;;;;;
3434.00;10;passenger;3170.00;2675.21;;264.00;20.96;tripinfo_veh4810 routing_veh4810;5.10;-0.68;74.58;38060283_1;0.00;0.20;1;veh4810;300877155#1_0;;;;;;
3435.00;83;passenger;2798.00;5511.61;;637.00;13.16;tripinfo_veh4246 routing_veh4246;5.10;-0.90;179.41;-34878500#2_1;0.00;2.26;1;veh4246;324043271_1;;;;;;
3436.00;40;passenger;3188.00;1239.82;;248.00;10.18;tripinfo_veh4837 routing_veh4837;5.10;-0.48;113.62;194799789#2_1;0.00;52.89;1;veh4837;-37180894_1;;;;;;
3436.00;99;passenger;2987.00;2885.71;;449.00;13.59;tripinfo_veh4532 routing_veh4532;5.10;-0.43;172.37;32761348#1_1;0.00;78.41;1;veh4532;-326910419#2_1;;;;;;
3436.00;69;passenger;2925.00;4673.78;;511.00;10.84;tripinfo_veh4438 routing_veh4438;5.10;-0.46;172.68;205013619_1;0.00;80.85;1;veh4438;30533546#1_1;;;;;;
3437.00;69;passenger;3046.00;2791.44;;391.00;10.75;tripinfo_veh4621 routing_veh4621;5.10;-0.09;139.34;324751729#3_2;0.00;79.70;1;veh4621;205403434#0_1;;;;;;
3439.00;0;passenger;3308.00;1807.53;;131.00;10.37;tripinfo_veh5019 routing_veh5019;5.10;-0.45;15.09;177308060#1_1;0.00;39.16;1;veh5019;38060280#1_1;;;;;;
3439.00;96;truck;3084.00;3028.25;;355.00;13.36;tripinfo_truck390 routing_truck390;7.20;-0.98;154.62;30565122#2_1;0.00;52.33;1;truck390;266658733_1;;;;;;
3439.00;0;passenger;3221.00;1721.82;;218.00;10.01;tripinfo_veh4887 routing_veh4887;5.10;-0.44;33.52;38060291#5_1;0.00;44.88;1;veh4887;290404533_1;;;;;;
3440.00;12;passenger;3174.00;1695.74;;266.00;10.67;tripinfo_veh4816 routing_veh4816;5.10;-0.63;81.00;-326910418_1;0.00;31.63;1;veh4816;30418004#2_1;;;;;;
3440.00;0;passenger;3291.00;1260.20;;149.00;9.85;tripinfo_veh4994 routing_veh4994;5.10;-0.97;27.99;30417941#5_1;0.00;19.17;1;veh4994;30598933#1_1;;;;;;
3440.00;15;passenger;2872.00;5812.16;;568.00;10.68;tripinfo_veh4358 routing_veh4358;5.10;-0.73;83.22;-326910419#2_1;0.00;997.23;1;veh4358;-33128293#2_1;;;;;;
3441.00;0;passenger;3148.00;2721.96;;293.00;10.13;tripinfo_veh4776 routing_veh4776;5.10;-0.27;38.43;37394610#1_1;0.00;15.50;1;veh4776;169017788_1;;;;;;
3442.00;58;passenger;3029.00;3674.99;;413.00;10.96;tripinfo_veh4596 routing_veh4596;5.10;-0.61;121.46;37720471_1;0.00;7.29;1;veh4596;175999092#0_1;;;;;;
3442.00;33;passenger;3052.00;3871.37;;390.00;9.08;tripinfo_veh4630 routing_veh4630;5.10;-0.03;116.13;171698588#6_1;0.00;0.20;1;veh4630;181738145#0_1;;;;;;
3443.00;70;passenger;3083.00;2415.05;;360.00;5.40;tripinfo_veh4677 routing_veh4677;5.10;-0.01;114.92;33175453#2_1;0.00;54.90;1;veh4677;-176910667#10_2;;;;;;
3444.00;71;passenger;3161.00;1230.45;;283.00;1.88;tripinfo_veh4796 routing_veh4796;5.10;-0.45;122.60;290404535#0_1;0.00;38.19;1;veh4796;37180735#2_0;;;;;;
3444.00;63;passenger;3096.00;2251.54;;348.00;6.78;tripinfo_veh4698 routing_veh4698;5.10;-0.85;111.50;176954449_1;0.00;0.96;1;veh4698;-304384067#1_1;;;;;;
3445.00;0;truck;3235.00;1510.68;;210.00;10.86;tripinfo_truck409 routing_truck409;7.20;-0.28;43.24;29081858#1_1;0.00;36.88;1;truck409;38044982#0_1;;;;;;
3446.00;57;passenger;3125.00;2584.72;;321.00;9.95;tripinfo_veh4742 routing_veh4742;5.10;-0.85;113.31;324752778#2_1;0.00;29.22;1;veh4742;30418004#0_1;;;;;;
3447.00;4;passenger;3208.00;1610.37;;239.00;13.36;tripinfo_veh4867 routing_veh4867;5.10;-0.25;64.50;30598847#1_1;0.00;14.67;1;veh4867;279549603#3_1;;;;;;
3447.00;76;passenger;2986.00;3673.93;;461.00;9.86;tripinfo_veh4530 routing_veh4530;5.10;-0.11;179.50;180762429_1;0.00;9.67;1;veh4530;-266666413_1;;;;;;
3447.00;419;passenger;2676.00;3793.73;;771.00;9.99;tripinfo_veh4061 routing_veh4061;5.10;-0.95;505.74;37356406#1_0;0.00;21.26;1;veh4061;324751761#5_1;;;;;;
3448.00;3;passenger;3214.00;2098.53;;234.00;10.21;tripinfo_veh4877 routing_veh4877;5.10;-0.84;48.23;-180762422#1_1;0.00;20.28;1;veh4877;30598482#4_1;;;;;;
3448.00;33;passenger;3073.00;3608.56;;375.00;10.02;tripinfo_veh4663 routing_veh4663;5.10;-0.78;83.61;38923194#2_1;0.00;33.09;1;veh4663;30416996_1;;;;;;
3448.00;61;passenger;3288.00;669.90;;160.00;10.22;tripinfo_veh4989 routing_veh4989;5.10;-0.67;91.07;194799789#2_1;0.00;16.42;1;veh4989;181961191#7_1;;;;;;
3448.00;48;passenger;3129.00;2832.31;;319.00;9.86;tripinfo_veh4748 routing_veh4748;5.10;-0.81;97.26;194799786#1_1;0.00;123.28;1;veh4748;-180762419#1_1;;;;;;
3451.00;5;passenger;3090.00;3744.50;;361.00;9.91;tripinfo_veh4689 routing_veh4689;4.90;-0.92;74.28;266666376_1;0.00;41.36;1;veh4689;184162393_1;;;;;;
3451.00;49;passenger;3012.00;4858.49;;439.00;10.51;tripinfo_veh4570 routing_veh4570;5.10;-0.47;115.93;38060288#1_1;0.00;53.32;1;veh4570;37351132#4_1;;;;;;
3451.00;36;passenger;3122.00;2341.66;;329.00;10.02;tripinfo_veh4737 routing_veh4737;5.10;-0.56;83.23;37174492#2_1;0.00;327.61;1;veh4737;324751729#4_1;;;;;;
3455.00;0;passenger;3156.00;3563.79;;299.00;10.01;tripinfo_veh4789 routing_veh4789;5.10;-0.84;48.00;30418035#1_1;0.00;103.61;1;veh4789;30616910#1_1;;;;;;
